"","THC.Open","THC.High","THC.Low","THC.Close","THC.Volume","THC.Adjusted"
"2008-09-30",5.57,5.63,5.4,5.55,1309600,22.2
"2008-10-01",5.3,5.32,5.1,5.25,3697000,21
"2008-10-02",5.2,5.33,4.89,5.01,2494400,20.04
"2008-10-03",5.15,5.43,4.99,5.01,3749300,20.04
"2008-10-06",4.92,5,4.31,4.51,2666200,18.04
"2008-10-07",4.51,4.64,4.22,4.22,2244700,16.88
"2008-10-08",4.13,4.5,4.08,4.29,2081300,17.16
"2008-10-09",4.34,4.5,3.98,4.02,2097000,16.08
"2008-10-10",3.77,4.47,3.61,4.18,3665200,16.72
"2008-10-13",4.36,4.73,4.21,4.71,1530800,18.84
"2008-10-14",4.88,5.05,4.35,4.54,2109400,18.16
"2008-10-15",4.48,4.48,4.01,4.04,1673800,16.16
"2008-10-16",4.06,4.19,3.99,4.08,2295900,16.32
"2008-10-17",3.98,4.12,3.91,3.94,2012200,15.76
"2008-10-20",3.95,4.09,3.88,4.03,2573700,16.12
"2008-10-21",3.93,4.12,3.92,4,1397600,16
"2008-10-22",3.89,4.13,3.76,3.79,1465000,15.16
"2008-10-23",3.82,3.84,3.29,3.61,2731200,14.44
"2008-10-24",3.29,3.68,3.24,3.6,1371800,14.4
"2008-10-27",3.54,3.57,3.38,3.44,1205800,13.76
"2008-10-28",3.45,3.57,3.29,3.57,1984200,14.28
"2008-10-29",3.52,3.67,3.37,3.47,2077200,13.88
"2008-10-30",3.58,4.02,3.48,4.01,3317300,16.04
"2008-10-31",3.87,4.45,3.81,4.38,2464800,17.52
"2008-11-03",4.35,4.5,4.12,4.12,2651200,16.48
"2008-11-04",3.8,3.9,2.52,2.61,15414900,10.44
"2008-11-05",2.74,2.74,2.25,2.48,7239200,9.92
"2008-11-06",2.52,2.62,2.26,2.32,3886000,9.28
"2008-11-07",2.31,2.37,2.25,2.26,2044000,9.04
"2008-11-10",2.35,2.35,1.9,2.06,3989000,8.24
"2008-11-11",2.05,2.06,1.94,2.05,2293900,8.2
"2008-11-12",2.02,2.11,1.91,1.99,1843400,7.96
"2008-11-13",2,2.2,1.82,2.17,2767900,8.68
"2008-11-14",2.05,2.14,1.95,1.95,1731100,7.8
"2008-11-17",1.85,2.05,1.84,1.85,1339200,7.4
"2008-11-18",1.85,1.9,1.65,1.8,1278000,7.2
"2008-11-19",1.8,1.8,1.46,1.46,1872600,5.84
"2008-11-20",1.46,1.46,1,1.09,4949600,4.36
"2008-11-21",1.16,1.26,1.02,1.21,2362600,4.84
"2008-11-24",1.28,1.34,1.17,1.28,1499600,5.12
"2008-11-25",1.31,1.34,1.19,1.21,1066000,4.84
"2008-11-26",1.2,1.26,1.15,1.18,1708200,4.72
"2008-11-28",1.26,1.33,1.12,1.21,1775500,4.84
"2008-12-01",1.2,1.2,1.06,1.13,1239300,4.52
"2008-12-02",1.15,1.26,1.1,1.2,2564700,4.8
"2008-12-03",1.2,1.38,1.15,1.34,1654200,5.36
"2008-12-04",1.35,1.52,1.31,1.32,1574000,5.28
"2008-12-05",1.3,1.44,1.3,1.42,1155600,5.68
"2008-12-08",1.5,1.58,1.45,1.54,1085000,6.16
"2008-12-09",1.55,1.62,1.47,1.5,1098500,6
"2008-12-10",1.52,1.55,1.36,1.41,1222500,5.64
"2008-12-11",1.4,1.45,1.35,1.38,1656500,5.52
"2008-12-12",1.29,1.42,1.29,1.37,972400,5.48
"2008-12-15",1.38,1.45,1.17,1.23,1665200,4.92
"2008-12-16",1.25,1.28,1.16,1.2,1993200,4.8
"2008-12-17",1.19,1.26,1.19,1.21,1375200,4.84
"2008-12-18",1.23,1.23,1.1,1.13,1667700,4.52
"2008-12-19",1.18,1.18,0.99,1.07,5571200,4.28
"2008-12-22",1.08,1.15,1.01,1.08,2681600,4.32
"2008-12-23",1.1,1.16,1.07,1.1,1391900,4.4
"2008-12-24",1.11,1.15,1.08,1.15,201600,4.6
"2008-12-26",1.17,1.24,1.12,1.21,697300,4.84
"2008-12-29",1.22,1.22,1.12,1.12,1327200,4.48
"2008-12-30",1.12,1.16,1.09,1.16,1263200,4.64
"2008-12-31",1.15,1.24,1.15,1.15,1538000,4.6
"2009-01-02",1.18,1.31,1.18,1.27,1384300,5.08
"2009-01-05",1.27,1.29,1.08,1.1,3360100,4.4
"2009-01-06",1.19,1.3,1.15,1.25,3145600,5
"2009-01-07",1.28,1.42,1.22,1.31,2830600,5.24
"2009-01-08",1.31,1.47,1.31,1.45,2652400,5.8
"2009-01-09",1.46,1.48,1.37,1.38,1488200,5.52
"2009-01-12",1.38,1.39,1.22,1.23,1479400,4.92
"2009-01-13",1.22,1.25,1.2,1.21,1119000,4.84
"2009-01-14",1.19,1.23,1.16,1.2,1113200,4.8
"2009-01-15",1.16,1.26,1.13,1.21,1225900,4.84
"2009-01-16",1.22,1.29,1.17,1.19,1098000,4.76
"2009-01-20",1.2,1.21,1.15,1.15,579100,4.6
"2009-01-21",1.18,1.25,1.15,1.24,1154200,4.96
"2009-01-22",1.3,1.35,1.2,1.22,1579200,4.88
"2009-01-23",1.19,1.27,1.14,1.16,1921200,4.64
"2009-01-26",1.23,1.23,1.14,1.15,1276300,4.6
"2009-01-27",1.16,1.18,1.14,1.15,452700,4.6
"2009-01-28",1.18,1.24,1.16,1.19,926800,4.76
"2009-01-29",1.17,1.2,1.11,1.13,494400,4.52
"2009-01-30",1.14,1.16,1.06,1.07,1087200,4.28
"2009-02-02",1.1,1.14,1.05,1.1,695300,4.4
"2009-02-03",1.12,1.12,1.06,1.07,957900,4.28
"2009-02-04",1.08,1.1,1.07,1.07,616600,4.28
"2009-02-05",1.14,1.18,1.07,1.15,880300,4.6
"2009-02-06",1.16,1.21,1.1,1.2,1210000,4.8
"2009-02-09",1.23,1.23,1.12,1.14,782300,4.56
"2009-02-10",1.2,1.25,1.11,1.12,1567000,4.48
"2009-02-11",1.2,1.2,1.12,1.15,907500,4.6
"2009-02-12",1.14,1.19,1.13,1.17,769900,4.68
"2009-02-13",1.19,1.19,1.16,1.17,411800,4.68
"2009-02-17",1.15,1.2,1.1,1.11,859600,4.44
"2009-02-18",1.11,1.13,1.04,1.06,1038400,4.24
"2009-02-19",1.05,1.09,1.03,1.05,1180700,4.2
"2009-02-20",1.03,1.05,0.94,0.98,1331500,3.92
"2009-02-23",1,1.13,0.78,0.98,2734800,3.92
"2009-02-24",1.1,1.1,0.93,1.04,1614100,4.16
"2009-02-25",1.04,1.07,0.98,1.03,1467400,4.12
"2009-02-26",1.09,1.24,1.04,1.14,3164800,4.56
"2009-02-27",1.11,1.2,1.06,1.11,925800,4.44
"2009-03-02",1.09,1.11,1,1.01,2694500,4.04
"2009-03-03",1.02,1.07,0.97,1.02,1419400,4.08
"2009-03-04",1.04,1.06,0.97,0.97,1892500,3.88
"2009-03-05",0.97,0.99,0.9,0.94,879200,3.76
"2009-03-06",0.94,1,0.78,0.92,857200,3.68
"2009-03-09",0.92,0.95,0.84,0.9,950500,3.6
"2009-03-10",0.93,0.96,0.9,0.92,1477800,3.68
"2009-03-11",0.94,0.94,0.86,0.9,899900,3.6
"2009-03-12",0.91,0.96,0.89,0.96,852000,3.84
"2009-03-13",0.97,1.04,0.95,1.03,881400,4.12
"2009-03-16",1.03,1.1,1,1,880100,4
"2009-03-17",1.01,1.09,1,1.03,529200,4.12
"2009-03-18",1.05,1.07,1,1.02,787000,4.08
"2009-03-19",1.05,1.09,1.02,1.05,628700,4.2
"2009-03-20",1.08,1.1,1,1,1352700,4
"2009-03-23",1.02,1.15,1,1.14,1760300,4.56
"2009-03-24",1.18,1.2,1.11,1.19,1043300,4.76
"2009-03-25",1.2,1.23,1.11,1.14,1031800,4.56
"2009-03-26",1.13,1.26,1.13,1.23,1050800,4.92
"2009-03-27",1.23,1.31,1.16,1.16,1342500,4.64
"2009-03-30",1.15,1.16,1.1,1.11,696800,4.44
"2009-03-31",1.13,1.16,1.1,1.16,668800,4.64
"2009-04-01",1.13,1.22,1.12,1.2,953100,4.8
"2009-04-02",1.22,1.25,1.18,1.19,983100,4.76
"2009-04-03",1.16,1.2,1.09,1.11,1066100,4.44
"2009-04-06",1.11,1.17,1.1,1.12,850200,4.48
"2009-04-07",1.11,1.15,1.09,1.1,531200,4.4
"2009-04-08",1.1,1.13,1.04,1.05,1369200,4.2
"2009-04-09",1.07,1.17,1.06,1.09,1335500,4.36
"2009-04-13",1.13,1.17,1.09,1.15,1155000,4.6
"2009-04-14",1.15,1.42,1.13,1.36,3495200,5.44
"2009-04-15",1.42,1.53,1.33,1.46,2406600,5.84
"2009-04-16",1.53,1.54,1.42,1.46,1429500,5.84
"2009-04-17",1.48,1.59,1.42,1.56,1913200,6.24
"2009-04-20",1.5,1.55,1.4,1.42,1070900,5.68
"2009-04-21",1.77,2.08,1.6,2.05,8342600,8.2
"2009-04-22",2.01,2.21,1.92,2.04,4361400,8.16
"2009-04-23",2.11,2.27,2.07,2.12,3794800,8.48
"2009-04-24",2.15,2.2,2.1,2.11,1619200,8.44
"2009-04-27",2.13,2.23,2.01,2.12,1958100,8.48
"2009-04-28",2.11,2.3,2.04,2.22,2467100,8.88
"2009-04-29",2.28,2.44,2.25,2.32,2046200,9.28
"2009-04-30",2.43,2.48,2.23,2.25,2016700,9
"2009-05-01",2.26,2.41,2.21,2.4,1494100,9.6
"2009-05-04",2.44,2.52,2.31,2.5,2009700,10
"2009-05-05",2.75,2.77,2.45,2.52,2631700,10.08
"2009-05-06",2.48,2.53,2.27,2.38,2165300,9.52
"2009-05-07",2.31,2.44,2.22,2.24,2310400,8.96
"2009-05-08",2.19,2.42,2.16,2.38,1674000,9.52
"2009-05-11",2.35,2.62,2.27,2.45,2881800,9.8
"2009-05-12",2.54,2.55,2.4,2.49,1730900,9.96
"2009-05-13",2.49,2.49,2.32,2.35,1341900,9.4
"2009-05-14",2.35,2.43,2.28,2.4,1027400,9.6
"2009-05-15",2.39,2.47,2.29,2.31,1255000,9.24
"2009-05-18",2.29,2.37,2.13,2.25,2694400,9
"2009-05-19",2.66,2.97,2.54,2.77,10332600,11.08
"2009-05-20",2.93,3.22,2.85,3.12,8639400,12.48
"2009-05-21",3.24,3.45,3.2,3.3,5391900,13.2
"2009-05-22",3.34,3.39,3.07,3.22,2910800,12.88
"2009-05-26",3.22,3.31,3.09,3.15,2849600,12.6
"2009-05-27",3.21,3.4,3.16,3.25,6190200,13
"2009-05-28",3.33,3.35,3.1,3.21,2237100,12.84
"2009-05-29",3.25,3.68,3.15,3.63,3723000,14.52
"2009-06-01",3.79,4.08,3.73,3.81,5957300,15.24
"2009-06-02",3.99,3.99,3.57,3.74,2734600,14.96
"2009-06-03",3.77,3.78,3.56,3.63,2094200,14.52
"2009-06-04",3.61,3.75,3.47,3.7,2075200,14.8
"2009-06-05",3.7,3.75,3.5,3.55,1964400,14.2
"2009-06-08",3.6,3.64,3.28,3.56,1985200,14.24
"2009-06-09",3.59,3.65,3.41,3.65,1750800,14.6
"2009-06-10",3.67,3.7,3.49,3.58,1856700,14.32
"2009-06-11",3.58,3.67,3.42,3.49,3407400,13.96
"2009-06-12",3.45,3.45,3.03,3.06,4391600,12.24
"2009-06-15",3.05,3.27,2.81,3.17,4245000,12.68
"2009-06-16",3.24,3.28,3.03,3.04,1840200,12.16
"2009-06-17",2.99,3.01,2.77,2.85,2441400,11.4
"2009-06-18",2.86,3.02,2.83,2.96,1981600,11.84
"2009-06-19",3,3,2.78,2.78,2724800,11.12
"2009-06-22",2.7,2.76,2.56,2.57,2602000,10.28
"2009-06-23",2.54,2.65,2.46,2.52,1689700,10.08
"2009-06-24",2.53,2.82,2.51,2.68,2968700,10.72
"2009-06-25",2.72,2.91,2.64,2.86,2366400,11.44
"2009-06-26",2.76,2.92,2.75,2.89,1736100,11.56
"2009-06-29",2.9,2.94,2.76,2.83,1708000,11.32
"2009-06-30",2.84,2.88,2.74,2.82,1462600,11.28
"2009-07-01",2.85,2.94,2.77,2.86,1458100,11.44
"2009-07-02",2.81,2.92,2.74,2.76,1450600,11.04
"2009-07-06",2.76,2.79,2.57,2.63,1885300,10.52
"2009-07-07",2.66,2.89,2.58,2.86,2514200,11.44
"2009-07-08",2.95,3.32,2.94,3.05,6541500,12.2
"2009-07-09",3.07,3.14,2.92,3.01,1764700,12.04
"2009-07-10",2.95,3.01,2.9,2.99,1124700,11.96
"2009-07-13",3.01,3.08,2.9,2.94,1444200,11.76
"2009-07-14",2.95,3.13,2.85,3.1,1847200,12.4
"2009-07-15",3.15,3.24,3.11,3.19,2001100,12.76
"2009-07-16",3.18,3.35,3.12,3.32,1618400,13.28
"2009-07-17",3.31,3.32,3.2,3.24,799500,12.96
"2009-07-20",3.25,3.42,3.22,3.36,1660300,13.44
"2009-07-21",3.4,3.44,3.19,3.29,1658800,13.16
"2009-07-22",3.22,3.34,3.21,3.31,1128300,13.24
"2009-07-23",3.31,3.55,3.25,3.38,1639200,13.52
"2009-07-24",3.37,3.49,3.31,3.48,1136200,13.92
"2009-07-27",3.49,3.64,3.43,3.6,2077500,14.4
"2009-07-28",3.85,4.09,3.75,4.07,6475500,16.28
"2009-07-29",4.05,4.12,3.8,4.05,2095600,16.2
"2009-07-30",4.11,4.38,4.08,4.24,2598100,16.96
"2009-07-31",4.35,4.35,3.95,3.95,2003200,15.8
"2009-08-03",4.2,4.3,4.1,4.2,2299600,16.8
"2009-08-04",4.24,4.39,4.1,4.27,2638700,17.08
"2009-08-05",4.33,4.33,4.17,4.24,1392200,16.96
"2009-08-06",4.18,4.32,4.01,4.07,2077700,16.28
"2009-08-07",4.14,4.28,4.1,4.12,1828500,16.48
"2009-08-10",4.1,4.35,4.04,4.31,1751000,17.24
"2009-08-11",4.31,4.31,4.13,4.15,1107000,16.6
"2009-08-12",4.13,4.22,4.06,4.12,1308100,16.48
"2009-08-13",4.07,4.46,4.07,4.43,3148000,17.72
"2009-08-14",4.58,4.89,4.44,4.77,5907400,19.08
"2009-08-17",4.62,4.91,4.37,4.85,4036600,19.4
"2009-08-18",4.82,5.09,4.65,4.81,3057800,19.24
"2009-08-19",4.7,4.8,4.63,4.69,1722600,18.76
"2009-08-20",4.66,4.84,4.65,4.69,1434600,18.76
"2009-08-21",4.77,4.81,4.53,4.55,1888100,18.2
"2009-08-24",4.65,4.66,4.5,4.57,1529400,18.28
"2009-08-25",4.64,4.77,4.57,4.7,1520900,18.8
"2009-08-26",4.68,4.85,4.64,4.69,1028200,18.76
"2009-08-27",4.66,4.8,4.56,4.75,950200,19
"2009-08-28",4.73,4.83,4.68,4.76,1128400,19.04
"2009-08-31",4.68,4.75,4.6,4.66,1783800,18.64
"2009-09-01",4.65,4.7,4.37,4.39,2140400,17.56
"2009-09-02",4.36,4.45,4.29,4.41,1538600,17.64
"2009-09-03",4.46,4.5,4.38,4.49,966400,17.96
"2009-09-04",4.51,4.89,4.49,4.81,2341100,19.24
"2009-09-08",4.88,4.94,4.78,4.84,1916000,19.36
"2009-09-09",4.75,5.13,4.74,5.09,2036600,20.36
"2009-09-10",5.1,5.46,5,5.41,2339600,21.64
"2009-09-11",5.45,5.51,5.28,5.45,1731700,21.8
"2009-09-14",5.83,6.07,5.71,5.75,9752600,23
"2009-09-15",5.8,5.85,5.6,5.74,3867600,22.96
"2009-09-16",5.8,5.95,5.62,5.95,3159300,23.8
"2009-09-17",5.94,6.02,5.73,5.76,2446000,23.04
"2009-09-18",5.75,5.85,5.61,5.61,2197600,22.44
"2009-09-21",5.6,5.93,5.6,5.85,2552400,23.4
"2009-09-22",5.81,5.98,5.77,5.9,1712300,23.6
"2009-09-23",5.92,5.97,5.77,5.85,1515300,23.4
"2009-09-24",5.87,5.87,5.48,5.53,1981600,22.12
"2009-09-25",5.43,5.57,5.35,5.44,1239000,21.76
"2009-09-28",5.45,5.89,5.44,5.83,2346900,23.32
"2009-09-29",5.85,5.96,5.76,5.79,1345200,23.16
"2009-09-30",5.79,5.89,5.46,5.88,2845800,23.52
"2009-10-01",5.85,5.87,5.45,5.47,2084600,21.88
"2009-10-02",5.27,5.45,5.21,5.36,1860600,21.44
"2009-10-05",5.47,5.7,5.33,5.61,1951400,22.44
"2009-10-06",5.68,5.78,5.53,5.65,1779000,22.6
"2009-10-07",5.65,5.77,5.64,5.67,962900,22.68
"2009-10-08",5.79,6.02,5.74,5.95,3120800,23.8
"2009-10-09",5.96,6.1,5.83,5.98,1929800,23.92
"2009-10-12",6.01,6.01,5.91,5.99,1832000,23.96
"2009-10-13",6.05,6.05,5.83,5.92,1394800,23.68
"2009-10-14",5.95,6,5.86,6,1207100,24
"2009-10-15",6,6.03,5.92,6,2120300,24
"2009-10-16",5.96,6.03,5.8,5.94,2180800,23.76
"2009-10-19",5.93,6.23,5.93,6.16,3321200,24.64
"2009-10-20",6.2,6.36,6.09,6.24,2372800,24.96
"2009-10-21",6.24,6.39,6.1,6.13,2137000,24.52
"2009-10-22",6.2,6.26,6.03,6.08,2260900,24.32
"2009-10-23",6.13,6.19,5.75,5.79,2494100,23.16
"2009-10-26",5.81,5.92,5.38,5.56,2793700,22.24
"2009-10-27",5.5,5.59,5.21,5.46,3121500,21.84
"2009-10-28",5.4,5.46,5.07,5.11,2686500,20.44
"2009-10-29",5.2,5.53,5.15,5.49,1814200,21.96
"2009-10-30",5.55,5.55,5.01,5.12,2419000,20.48
"2009-11-02",5.29,5.38,5.09,5.3,2727100,21.2
"2009-11-03",5.3,5.46,5.2,5.4,2742000,21.6
"2009-11-04",5.42,5.47,5.14,5.15,2027600,20.6
"2009-11-05",5.19,5.35,5.15,5.23,1770100,20.92
"2009-11-06",5.18,5.28,5.04,5.11,1563000,20.44
"2009-11-09",5.25,5.3,5.15,5.3,1378200,21.2
"2009-11-10",5.34,5.54,5.31,5.44,2097900,21.76
"2009-11-11",5.48,5.7,5.48,5.58,1469300,22.32
"2009-11-12",5.53,5.71,5.48,5.5,1257200,22
"2009-11-13",5.52,5.63,5.47,5.56,1022000,22.24
"2009-11-16",5.59,5.69,5.57,5.6,944400,22.4
"2009-11-17",5.55,5.59,5.44,5.47,1386400,21.88
"2009-11-18",5.46,5.49,5.25,5.29,1542300,21.16
"2009-11-19",5.23,5.35,5.13,5.26,1512500,21.04
"2009-11-20",5.17,5.3,5.16,5.27,895900,21.08
"2009-11-23",5.36,5.41,5.15,5.19,1189300,20.76
"2009-11-24",5.16,5.19,4.91,5.1,2107200,20.4
"2009-11-25",5.1,5.1,5.02,5.09,946800,20.36
"2009-11-27",4.97,5.02,4.84,4.95,897300,19.8
"2009-11-30",4.99,5.01,4.52,4.55,3457600,18.2
"2009-12-01",4.65,4.87,4.59,4.77,4064300,19.08
"2009-12-02",4.65,4.75,4.55,4.73,2785400,18.92
"2009-12-03",4.93,5.1,4.83,4.87,3254300,19.48
"2009-12-04",4.98,5.05,4.7,4.75,2343500,19
"2009-12-07",4.78,4.95,4.7,4.9,1961000,19.6
"2009-12-08",4.86,4.9,4.75,4.79,1302000,19.16
"2009-12-09",4.83,4.86,4.65,4.76,1425200,19.04
"2009-12-10",4.78,4.86,4.75,4.86,1072700,19.44
"2009-12-11",4.9,4.91,4.76,4.81,1114100,19.24
"2009-12-14",4.83,4.95,4.8,4.92,1059300,19.68
"2009-12-15",4.9,5.26,4.89,5.12,2195600,20.48
"2009-12-16",5.19,5.35,5.16,5.26,1605500,21.04
"2009-12-17",5.15,5.28,5.01,5.1,2311300,20.4
"2009-12-18",5.11,5.19,4.91,4.91,2845000,19.64
"2009-12-21",4.95,5.16,4.91,5.07,2666800,20.28
"2009-12-22",5.13,5.35,5.11,5.32,2369500,21.28
"2009-12-23",5.5,5.8,5.45,5.52,3663800,22.08
"2009-12-24",5.78,5.8,5.46,5.62,1456400,22.48
"2009-12-28",5.72,5.74,5.47,5.5,1381000,22
"2009-12-29",5.44,5.48,5.21,5.33,2144200,21.32
"2009-12-30",5.26,5.28,5.14,5.2,1427200,20.8
"2009-12-31",5.21,5.52,5.21,5.39,2284700,21.56
"2010-01-04",5.44,5.56,5.39,5.45,1338300,21.8
"2010-01-05",5.92,6.16,5.91,6,6713500,24
"2010-01-06",6.03,6.05,5.84,5.9,1973500,23.6
"2010-01-07",6.07,6.15,5.98,6.01,2352700,24.04
"2010-01-08",6.01,6.28,6.01,6.25,2581500,25
"2010-01-11",6.36,6.38,6.11,6.14,1305400,24.56
"2010-01-12",6.03,6.08,5.86,5.91,1788800,23.64
"2010-01-13",5.99,6.28,5.96,6.25,2425600,25
"2010-01-14",6.29,6.44,6.15,6.29,2491100,25.16
"2010-01-15",6.26,6.34,6.06,6.07,2029000,24.28
"2010-01-19",6.1,6.18,5.69,5.86,4006300,23.44
"2010-01-20",5.74,5.8,5.6,5.65,2640600,22.6
"2010-01-21",5.68,5.73,5.44,5.45,2256600,21.8
"2010-01-22",5.43,5.53,5.17,5.19,3892200,20.76
"2010-01-25",5.26,5.35,5.17,5.29,2073600,21.16
"2010-01-26",5.2,5.65,5.2,5.53,3201500,22.12
"2010-01-27",5.52,5.56,5.31,5.39,1685100,21.56
"2010-01-28",5.48,5.5,5.13,5.16,2340600,20.64
"2010-01-29",5.24,5.59,5.17,5.54,6012100,22.16
"2010-02-01",5.51,5.58,5.3,5.49,3078400,21.96
"2010-02-02",5.53,5.62,5.42,5.59,1875800,22.36
"2010-02-03",5.58,5.69,5.47,5.52,1290600,22.08
"2010-02-04",5.43,5.46,5.18,5.2,2698800,20.8
"2010-02-05",5.19,5.2,4.95,5.1,2534400,20.4
"2010-02-08",5.07,5.15,4.93,4.96,2557000,19.84
"2010-02-09",5.07,5.18,5,5.15,1614000,20.6
"2010-02-10",5.11,5.17,5.06,5.08,1098600,20.32
"2010-02-11",5.07,5.27,5.04,5.24,1088700,20.96
"2010-02-12",5.18,5.26,5.12,5.21,1692900,20.84
"2010-02-16",5.31,5.32,5.17,5.32,1447300,21.28
"2010-02-17",5.35,5.59,5.35,5.55,1881600,22.2
"2010-02-18",5.52,5.75,5.51,5.64,1759000,22.56
"2010-02-19",5.6,5.67,5.55,5.59,2291000,22.36
"2010-02-22",5.64,5.67,5.52,5.58,2639900,22.32
"2010-02-23",5.33,5.34,4.92,5.04,7389400,20.16
"2010-02-24",5.06,5.17,5.02,5.07,4216700,20.28
"2010-02-25",5.01,5.07,4.94,5.03,2359800,20.12
"2010-02-26",5.03,5.3,4.97,5.27,3290200,21.08
"2010-03-01",5.28,5.34,5.22,5.27,1949100,21.08
"2010-03-02",5.27,5.38,5.15,5.38,2367200,21.52
"2010-03-03",5.4,5.47,5.3,5.38,2051400,21.52
"2010-03-04",5.38,5.47,5.32,5.45,1907700,21.8
"2010-03-05",5.45,5.55,5.4,5.51,1300400,22.04
"2010-03-08",5.55,5.59,5.46,5.5,1472800,22
"2010-03-09",5.46,5.47,5.34,5.38,2449900,21.52
"2010-03-10",5.33,5.41,5.18,5.37,3488400,21.48
"2010-03-11",5.35,5.38,5.25,5.37,1576600,21.48
"2010-03-12",5.37,5.44,5.3,5.39,1099700,21.56
"2010-03-15",5.34,5.77,5.3,5.73,3610100,22.92
"2010-03-16",5.71,5.78,5.61,5.72,2175300,22.88
"2010-03-17",5.58,5.81,5.58,5.66,2539400,22.64
"2010-03-18",5.65,5.89,5.61,5.66,3379100,22.64
"2010-03-19",5.69,5.8,5.64,5.75,2658200,23
"2010-03-22",6.11,6.38,6.01,6.27,8533500,25.08
"2010-03-23",6.41,6.46,6.16,6.3,4829000,25.2
"2010-03-24",6.26,6.26,5.92,5.97,3743700,23.88
"2010-03-25",6.08,6.08,5.8,5.82,3955700,23.28
"2010-03-26",5.91,5.96,5.75,5.81,2021200,23.24
"2010-03-29",5.87,5.95,5.83,5.88,1758700,23.52
"2010-03-30",5.93,5.95,5.71,5.73,2105900,22.92
"2010-03-31",5.7,5.78,5.58,5.72,1623200,22.88
"2010-04-01",5.8,5.96,5.8,5.96,2117100,23.84
"2010-04-05",5.93,6.05,5.88,5.93,2439400,23.72
"2010-04-06",5.84,5.94,5.8,5.83,1655000,23.32
"2010-04-07",5.86,5.95,5.8,5.94,2316600,23.76
"2010-04-08",5.87,6.02,5.82,5.95,2025400,23.8
"2010-04-09",5.94,6.06,5.94,5.99,1939500,23.96
"2010-04-12",5.98,6.14,5.98,6.06,1712200,24.24
"2010-04-13",6.01,6.05,5.92,6.01,1742900,24.04
"2010-04-14",5.99,6.04,5.95,5.96,2429800,23.84
"2010-04-15",5.96,6,5.85,5.9,2375100,23.6
"2010-04-16",5.88,5.94,5.73,5.8,3153500,23.2
"2010-04-19",5.78,5.94,5.75,5.89,2809700,23.56
"2010-04-20",5.98,6.31,5.93,6.28,4394300,25.12
"2010-04-21",6.29,6.38,6.16,6.21,2090500,24.84
"2010-04-22",6.2,6.41,6.06,6.39,2606200,25.56
"2010-04-23",6.41,6.43,6.31,6.34,1630500,25.36
"2010-04-26",6.31,6.38,6.15,6.15,1773200,24.6
"2010-04-27",6.13,6.37,6.1,6.12,3318700,24.48
"2010-04-28",6.14,6.31,6.13,6.2,2091600,24.8
"2010-04-29",6.21,6.42,6.19,6.38,1819800,25.52
"2010-04-30",6.4,6.44,6.15,6.25,2641400,25
"2010-05-03",6.23,6.36,6.2,6.34,1437200,25.36
"2010-05-04",6.13,6.17,5.83,5.87,3385200,23.48
"2010-05-05",5.82,5.9,5.66,5.73,2924000,22.92
"2010-05-06",5.72,5.86,5.24,5.58,4180800,22.32
"2010-05-07",5.55,5.62,5.29,5.32,2912800,21.28
"2010-05-10",5.61,5.71,5.54,5.61,2067600,22.44
"2010-05-11",5.56,5.75,5.55,5.68,1491200,22.72
"2010-05-12",5.69,5.77,5.51,5.77,2666800,23.08
"2010-05-13",5.75,5.91,5.67,5.7,2902700,22.8
"2010-05-14",5.65,5.7,5.52,5.6,2165600,22.4
"2010-05-17",5.6,5.74,5.4,5.63,2189800,22.52
"2010-05-18",5.64,5.7,5.39,5.52,2235800,22.08
"2010-05-19",5.45,5.54,5.32,5.37,1912800,21.48
"2010-05-20",5.34,5.44,5.18,5.18,1962000,20.72
"2010-05-21",5.12,5.49,5.01,5.37,4104500,21.48
"2010-05-24",5.57,5.68,5.39,5.54,3102200,22.16
"2010-05-25",5.36,5.5,5.26,5.43,2676100,21.72
"2010-05-26",5.49,5.65,5.45,5.51,2423100,22.04
"2010-05-27",5.63,5.8,5.6,5.8,1531400,23.2
"2010-05-28",5.79,5.79,5.63,5.72,1996600,22.88
"2010-06-01",5.54,5.6,4.69,4.72,14505100,18.88
"2010-06-02",4.9,5.17,4.85,5.09,7315300,20.36
"2010-06-03",5.04,5.09,4.78,5.03,5258500,20.12
"2010-06-04",4.94,5.13,4.89,4.92,3891000,19.68
"2010-06-07",5,5.34,4.76,5.11,7425800,20.44
"2010-06-08",5.07,5.17,4.67,4.8,6331200,19.2
"2010-06-09",4.83,4.97,4.76,4.78,3871400,19.12
"2010-06-10",4.94,5.04,4.84,5.04,3825200,20.16
"2010-06-11",4.98,5.07,4.94,5.07,2687000,20.28
"2010-06-14",5.15,5.23,4.97,5.06,3197600,20.24
"2010-06-15",5.24,5.28,5.03,5.2,6073000,20.8
"2010-06-16",5.14,5.22,5.09,5.16,1718400,20.64
"2010-06-17",5.13,5.18,4.93,5.02,3538200,20.08
"2010-06-18",5.02,5.04,4.85,4.9,4055100,19.6
"2010-06-21",4.97,4.99,4.71,4.74,3140900,18.96
"2010-06-22",4.74,4.83,4.68,4.7,2132200,18.8
"2010-06-23",4.71,4.84,4.6,4.77,2996800,19.08
"2010-06-24",4.76,4.8,4.6,4.62,3071200,18.48
"2010-06-25",4.64,4.72,4.58,4.71,2185100,18.84
"2010-06-28",4.72,4.82,4.65,4.66,3097600,18.64
"2010-06-29",4.59,4.59,4.39,4.43,4129000,17.72
